Pathway,Source,PathwayID,GlobalID
Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616,Reactome,1153,6055
Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383,Reactome,1154,6056
Processing And Activation Of SUMO R-HSA-3215018,Reactome,1155,6057
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,Reactome,1156,6058
Processing Of Capped Intronless Pre-mRNA R-HSA-75067,Reactome,1157,6059
Processing Of DNA Double-Strand Break Ends R-HSA-5693607,Reactome,1158,6060
Processing Of Intronless Pre-mRNAs R-HSA-77595,Reactome,1159,6061
Processing Of SMDT1 R-HSA-8949664,Reactome,1160,6062
Processive Synthesis On C-strand Of Telomere R-HSA-174414,Reactome,1161,6063
Processive Synthesis On Lagging Strand R-HSA-69183,Reactome,1162,6064
Programmed Cell Death R-HSA-5357801,Reactome,1163,6065
Prolactin Receptor Signaling R-HSA-1170546,Reactome,1164,6066
Prolonged ERK Activation Events R-HSA-169893,Reactome,1165,6067
Prostacyclin Signaling Thru Prostacyclin Receptor R-HSA-392851,Reactome,1166,6068
Protein Folding R-HSA-391251,Reactome,1168,6069
Protein Localization R-HSA-9609507,Reactome,1169,6070
Protein Methylation R-HSA-8876725,Reactome,1170,6071
Protein Repair R-HSA-5676934,Reactome,1171,6072
Protein Ubiquitination R-HSA-8852135,Reactome,1172,6073
Protein-protein Interactions At Synapses R-HSA-6794362,Reactome,1173,6074
Purine Catabolism R-HSA-74259,Reactome,1175,6075
Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,Reactome,1176,6076
Purine Salvage R-HSA-74217,Reactome,1177,6077
Pyrimidine Catabolism R-HSA-73621,Reactome,1178,6078
Pyrimidine Salvage R-HSA-73614,Reactome,1179,6079
Pyroptosis R-HSA-5620971,Reactome,1180,6080
Pyruvate Metabolism R-HSA-70268,Reactome,1181,6081
Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,Reactome,1182,6082
RA Biosynthesis Pathway R-HSA-5365859,Reactome,1183,6083
RAB GEFs Exchange GTP For GDP On RABs R-HSA-8876198,Reactome,1184,6084
RAB Geranylgeranylation R-HSA-8873719,Reactome,1185,6085
RAC1 GTPase Cycle R-HSA-9013149,Reactome,1186,6086
RAC2 GTPase Cycle R-HSA-9013404,Reactome,1187,6087
RAC3 GTPase Cycle R-HSA-9013423,Reactome,1188,6088
RAF Activation R-HSA-5673000,Reactome,1189,6089
RAF-independent MAPK1/3 Activation R-HSA-112409,Reactome,1190,6090
RAF/MAP Kinase Cascade R-HSA-5673001,Reactome,1191,6091
RAS Processing R-HSA-9648002,Reactome,1192,6092
RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953,Reactome,1193,6093
RET Signaling R-HSA-8853659,Reactome,1194,6094
RHO GTPase Effectors R-HSA-195258,Reactome,1195,6095
RHO GTPase Cycle R-HSA-9012999,Reactome,1196,6096
RHO GTPases Activate Formins R-HSA-5663220,Reactome,1197,6097
RHO GTPases Activate NADPH Oxidases R-HSA-5668599,Reactome,1198,6098
RHO GTPases Activate ROCKs R-HSA-5627117,Reactome,1199,6099
RHO GTPases Activate Rhotekin And Rhophilins R-HSA-5666185,Reactome,1200,6100
RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,Reactome,1201,6101
RHO GTPases Activate CIT R-HSA-5625900,Reactome,1202,6102
RHO GTPases Activate IQGAPs R-HSA-5626467,Reactome,1203,6103
RHO GTPases Activate KTN1 R-HSA-5625970,Reactome,1204,6104
RHO GTPases Activate PAKs R-HSA-5627123,Reactome,1205,6105
RHO GTPases Activate PKNs R-HSA-5625740,Reactome,1206,6106
RHOA GTPase Cycle R-HSA-8980692,Reactome,1207,6107
RHOB GTPase Cycle R-HSA-9013026,Reactome,1208,6108
RHOBTB GTPase Cycle R-HSA-9706574,Reactome,1209,6109
RHOBTB1 GTPase Cycle R-HSA-9013422,Reactome,1210,6110
RHOBTB2 GTPase Cycle R-HSA-9013418,Reactome,1211,6111
RHOBTB3 ATPase Cycle R-HSA-9706019,Reactome,1212,6112
RHOC GTPase Cycle R-HSA-9013106,Reactome,1213,6113
RHOD GTPase Cycle R-HSA-9013405,Reactome,1214,6114
RHOF GTPase Cycle R-HSA-9035034,Reactome,1215,6115
RHOG GTPase Cycle R-HSA-9013408,Reactome,1216,6116
RHOH GTPase Cycle R-HSA-9013407,Reactome,1217,6117
RHOJ GTPase Cycle R-HSA-9013409,Reactome,1218,6118
RHOQ GTPase Cycle R-HSA-9013406,Reactome,1219,6119
RHOT1 GTPase Cycle R-HSA-9013425,Reactome,1220,6120
RHOT2 GTPase Cycle R-HSA-9013419,Reactome,1221,6121
RHOU GTPase Cycle R-HSA-9013420,Reactome,1222,6122
RHOV GTPase Cycle R-HSA-9013424,Reactome,1223,6123
RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,Reactome,1224,6124
RIPK1-mediated Regulated Necrosis R-HSA-5213460,Reactome,1225,6125
RMTs Methylate Histone Arginines R-HSA-3214858,Reactome,1226,6126
RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075,Reactome,1227,6127
RNA Polymerase I Promoter Clearance R-HSA-73854,Reactome,1228,6128
RNA Polymerase I Promoter Escape R-HSA-73772,Reactome,1229,6129
RNA Polymerase I Promoter Opening R-HSA-73728,Reactome,1230,6130
RNA Polymerase I Transcription Initiation R-HSA-73762,Reactome,1231,6131
RNA Polymerase I Transcription R-HSA-73864,Reactome,1232,6132
RNA Polymerase I Transcription Termination R-HSA-73863,Reactome,1233,6133
RNA Polymerase II Pre-transcription Events R-HSA-674695,Reactome,1234,6134
RNA Polymerase II Transcription R-HSA-73857,Reactome,1235,6135
RNA Polymerase II Transcription Termination R-HSA-73856,Reactome,1236,6136
RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476,Reactome,1237,6137
RNA Polymerase III Chain Elongation R-HSA-73780,Reactome,1238,6138
RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061,Reactome,1239,6139
RNA Polymerase III Transcription Initiation From Type 2 Promoter R-HSA-76066,Reactome,1240,6140
RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071,Reactome,1241,6141
RNA Polymerase III Transcription Initiation R-HSA-76046,Reactome,1242,6142
RNA Polymerase III Transcription Termination R-HSA-73980,Reactome,1243,6143
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,Reactome,1244,6144
RND1 GTPase Cycle R-HSA-9696273,Reactome,1245,6145
RND2 GTPase Cycle R-HSA-9696270,Reactome,1246,6146
RND3 GTPase Cycle R-HSA-9696264,Reactome,1247,6147
ROBO Receptors Bind AKAP5 R-HSA-9010642,Reactome,1248,6148
RORA Activates Gene Expression R-HSA-1368082,Reactome,1249,6149
ROS And RNS Production In Phagocytes R-HSA-1222556,Reactome,1250,6150
RSK Activation R-HSA-444257,Reactome,1251,6151
RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330,Reactome,1252,6152
RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243,Reactome,1253,6153
RUNX1 Regulates Estrogen Receptor Mediated Transcription R-HSA-8931987,Reactome,1254,6154
RUNX1 Regulates Expression Of Components Of Tight Junctions R-HSA-8935964,Reactome,1255,6155
RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459,Reactome,1256,6156
RUNX1 Regulates Transcription Of Genes Involved In BCR Signaling R-HSA-8939245,Reactome,1257,6157
RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256,Reactome,1258,6158
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,Reactome,1259,6159
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242,Reactome,1260,6160
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246,Reactome,1261,6161
RUNX1 Regulates Transcription Of Genes Involved In Interleukin Signaling R-HSA-8939247,Reactome,1262,6162
RUNX2 Regulates Bone Development R-HSA-8941326,Reactome,1263,6163
RUNX2 Regulates Chondrocyte Maturation R-HSA-8941284,Reactome,1264,6164
RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332,Reactome,1265,6165
RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,Reactome,1266,6166
RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275,Reactome,1267,6167
RUNX3 Regulates BCL2L11 (BIM) Transcription R-HSA-8952158,Reactome,1268,6168
RUNX3 Regulates CDKN1A Transcription R-HSA-8941855,Reactome,1269,6169
RUNX3 Regulates NOTCH Signaling R-HSA-8941856,Reactome,1270,6170
RUNX3 Regulates WNT Signaling R-HSA-8951430,Reactome,1271,6171
RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,Reactome,1272,6172
RUNX3 Regulates p14-ARF R-HSA-8951936,Reactome,1273,6173
Rab Regulation Of Trafficking R-HSA-9007101,Reactome,1274,6174
Rap1 Signaling R-HSA-392517,Reactome,1275,6175
Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,Reactome,1276,6176
Receptor Mediated Mitophagy R-HSA-8934903,Reactome,1278,6177
Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844,Reactome,1279,6178
Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314,Reactome,1280,6179
Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,Reactome,1281,6180
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,Reactome,1282,6181
Recycling Of Bile Acids And Salts R-HSA-159418,Reactome,1283,6182
Recycling Of eIF2:GDP R-HSA-72731,Reactome,1284,6183
Recycling Pathway Of L1 R-HSA-437239,Reactome,1285,6184
Reduction Of Cytosolic Ca++ Levels R-HSA-418359,Reactome,1286,6185
Regulated Necrosis R-HSA-5218859,Reactome,1288,6186
Regulated Proteolysis Of p75NTR R-HSA-193692,Reactome,1289,6187
Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,Reactome,1290,6188
Regulation Of Apoptosis R-HSA-169911,Reactome,1291,6189
Regulation Of BACH1 Activity R-HSA-9708530,Reactome,1292,6190
Regulation Of Complement Cascade R-HSA-977606,Reactome,1293,6191
Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629,Reactome,1294,6192
Regulation Of FZD By Ubiquitination R-HSA-4641263,Reactome,1295,6193
Regulation Of HMOX1 Expression And Activity R-HSA-9707587,Reactome,1296,6194
Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,Reactome,1297,6195
Regulation Of IFNA/IFNB Signaling R-HSA-912694,Reactome,1298,6196
Regulation Of IFNG Signaling R-HSA-877312,Reactome,1299,6197
Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,Reactome,1300,6198
Regulation Of KIT Signaling R-HSA-1433559,Reactome,1301,6199
Regulation Of MECP2 Expression And Activity R-HSA-9022692,Reactome,1302,6200
Regulation Of NF-kappa B Signaling R-HSA-9758274,Reactome,1303,6201
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,Reactome,1304,6202
Regulation Of PTEN Gene Transcription R-HSA-8943724,Reactome,1305,6203
Regulation Of PTEN Localization R-HSA-8948747,Reactome,1306,6204
Regulation Of PTEN mRNA Translation R-HSA-8943723,Reactome,1307,6205
Regulation Of PTEN Stability And Activity R-HSA-8948751,Reactome,1308,6206
Regulation Of RAS By GAPs R-HSA-5658442,Reactome,1309,6207
Regulation Of RUNX1 Expression And Activity R-HSA-8934593,Reactome,1310,6208
Regulation Of RUNX2 Expression And Activity R-HSA-8939902,Reactome,1311,6209
Regulation Of RUNX3 Expression And Activity R-HSA-8941858,Reactome,1312,6210
Regulation Of TLR By Endogenous Ligand R-HSA-5686938,Reactome,1313,6211
Regulation Of TNFR1 Signaling R-HSA-5357905,Reactome,1314,6212
Regulation Of TP53 Activity R-HSA-5633007,Reactome,1315,6213
Regulation Of TP53 Activity Thru Acetylation R-HSA-6804758,Reactome,1316,6214
Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759,Reactome,1317,6215
Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,Reactome,1318,6216
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,Reactome,1319,6217
Regulation Of TP53 Degradation R-HSA-6804757,Reactome,1320,6218
Regulation Of TP53 Expression And Degradation R-HSA-6806003,Reactome,1321,6219
Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,Reactome,1322,6220
Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733,Reactome,1323,6221
Regulation Of Beta-Cell Development R-HSA-186712,Reactome,1324,6222
Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829,Reactome,1325,6223
Regulation Of Commissural Axon Pathfinding By SLIT And ROBO R-HSA-428542,Reactome,1326,6224
Regulation Of Cytoskeletal Remodeling And Cell Spreading By IPP Complex Components R-HSA-446388,Reactome,1327,6225
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,Reactome,1328,6226
Regulation Of Gene Expression By Hypoxia-inducible Factor R-HSA-1234158,Reactome,1329,6227
Regulation Of Gene Expression In Beta Cells R-HSA-210745,Reactome,1330,6228
Regulation Of Gene Expression In Early Pancreatic Precursor Cells R-HSA-210747,Reactome,1331,6229
Regulation Of Gene Expression In Late Stage (Branching Morphogenesis) Pancreatic Bud Precursor Cells R-HSA-210744,Reactome,1333,6230
"Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism R-HSA-9634600",Reactome,1334,6231
Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975,Reactome,1335,6232
Regulation Of Insulin Secretion R-HSA-422356,Reactome,1336,6233
Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,Reactome,1337,6234
Regulation Of Localization Of FOXO Transcription Factors R-HSA-9614399,Reactome,1338,6235
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,Reactome,1339,6236
Regulation Of Necroptotic Cell Death R-HSA-5675482,Reactome,1340,6237
Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,Reactome,1341,6238
Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174,Reactome,1342,6239
Regulation Of Signaling By CBL R-HSA-912631,Reactome,1343,6240
Regulation Of Signaling By NODAL R-HSA-1433617,Reactome,1344,6241
Relaxin Receptors R-HSA-444821,Reactome,1345,6242
Release Of Hh-Np From Secreting Cell R-HSA-5362798,Reactome,1346,6243
Release Of Apoptotic Factors From Mitochondria R-HSA-111457,Reactome,1347,6244
Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782,Reactome,1348,6245
Removal Of Flap Intermediate R-HSA-69166,Reactome,1349,6246
Removal Of Flap Intermediate From C-strand R-HSA-174437,Reactome,1350,6247
Repression Of WNT Target Genes R-HSA-4641265,Reactome,1351,6248
Reproduction R-HSA-1474165,Reactome,1352,6249
Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373,Reactome,1353,6250
Resolution Of Abasic Sites (AP Sites) R-HSA-73933,Reactome,1354,6251
Resolution Of D-Loop Structures R-HSA-5693537,Reactome,1355,6252
Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,Reactome,1356,6253
Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554,Reactome,1357,6254
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,Reactome,1358,6255
Respiratory Electron Transport R-HSA-611105,Reactome,1359,6256
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",Reactome,1360,6257
Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895,Reactome,1361,6258
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,Reactome,1362,6259
Response Of Mtb To Phagocytosis R-HSA-9637690,Reactome,1363,6260
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,Reactome,1364,6261
Response To Metal Ions R-HSA-5660526,Reactome,1365,6262
Retinoid Metabolism And Transport R-HSA-975634,Reactome,1366,6263
Retrograde Neurotrophin Signaling R-HSA-177504,Reactome,1367,6264
Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,Reactome,1368,6265
Rev-mediated Nuclear Export Of HIV RNA R-HSA-165054,Reactome,1369,6266
Reversal Of Alkylation Damage By DNA Dioxygenases R-HSA-73943,Reactome,1370,6267
Reversible Hydration Of Carbon Dioxide R-HSA-1475029,Reactome,1371,6268
Ribosomal Scanning And Start Codon Recognition R-HSA-72702,Reactome,1372,6269
Role Of ABL In ROBO-SLIT Signaling R-HSA-428890,Reactome,1373,6270
Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905,Reactome,1374,6271
Role Of Phospholipids In Phagocytosis R-HSA-2029485,Reactome,1375,6272
Role Of Second Messengers In Netrin-1 Signaling R-HSA-418890,Reactome,1376,6273
S Phase R-HSA-69242,Reactome,1377,6274
SARS-CoV Infections R-HSA-9679506,Reactome,1378,6275
SARS-CoV-1 Genome Replication And Transcription R-HSA-9679514,Reactome,1379,6276
SARS-CoV-1 Infection R-HSA-9678108,Reactome,1380,6277
SARS-CoV-2 Genome Replication And Transcription R-HSA-9694682,Reactome,1381,6278
SARS-CoV-2 Infection R-HSA-9694516,Reactome,1382,6279
SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,Reactome,1383,6280
SARS-CoV-2 Modulates Autophagy R-HSA-9754560,Reactome,1384,6281
SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,Reactome,1385,6282
SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779,Reactome,1387,6283
SARS-CoV-2-host Interactions R-HSA-9705683,Reactome,1388,6284
SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,Reactome,1389,6285
SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,Reactome,1390,6286
SEMA3A-Plexin Repulsion Signaling By Inhibiting Integrin Adhesion R-HSA-399955,Reactome,1391,6287
SHC-mediated cascade:FGFR1 R-HSA-5654688,Reactome,1392,6288
SHC-mediated cascade:FGFR2 R-HSA-5654699,Reactome,1393,6289
SHC-mediated cascade:FGFR3 R-HSA-5654704,Reactome,1394,6290
SHC-mediated cascade:FGFR4 R-HSA-5654719,Reactome,1395,6291
SHC-related Events Triggered By IGF1R R-HSA-2428933,Reactome,1396,6292
SHC1 Events In EGFR Signaling R-HSA-180336,Reactome,1397,6293
SHC1 Events In ERBB2 Signaling R-HSA-1250196,Reactome,1398,6294
SHC1 Events In ERBB4 Signaling R-HSA-1250347,Reactome,1399,6295
SIRT1 Negatively Regulates rRNA Expression R-HSA-427359,Reactome,1400,6296
SLBP Dependent Processing Of Replication-Dependent Histone Pre-mRNAs R-HSA-77588,Reactome,1401,6297
SLBP Independent Processing Of Histone Pre-mRNAs R-HSA-111367,Reactome,1402,6298
SLC Transporter Disorders R-HSA-5619102,Reactome,1403,6299
SLC-mediated Transmembrane Transport R-HSA-425407,Reactome,1404,6300
SMAC (DIABLO) Binds To IAPs R-HSA-111463,Reactome,1405,6301
"SMAC, XIAP-regulated Apoptotic Response R-HSA-111469",Reactome,1406,6302
SMAD2/3 Phosphorylation Motif Mutants In Cancer R-HSA-3304356,Reactome,1407,6303
SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,Reactome,1408,6304
SOS-mediated Signaling R-HSA-112412,Reactome,1409,6305
SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,Reactome,1410,6306
STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898,Reactome,1411,6307
STAT5 Activation R-HSA-9645135,Reactome,1412,6308
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,Reactome,1413,6309
STING Mediated Induction Of Host Immune Responses R-HSA-1834941,Reactome,1414,6310
SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,Reactome,1415,6311
SUMO Is Proteolytically Processed R-HSA-3065679,Reactome,1416,6312
"SUMO Is Transferred From E1 To E2 (UBE2I, UBC9) R-HSA-3065678",Reactome,1417,6313
SUMOylation R-HSA-2990846,Reactome,1418,6314
SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214,Reactome,1419,6315
SUMOylation Of DNA Methylation Proteins R-HSA-4655427,Reactome,1420,6316
SUMOylation Of DNA Replication Proteins R-HSA-4615885,Reactome,1421,6317
SUMOylation Of RNA Binding Proteins R-HSA-4570464,Reactome,1422,6318
SUMOylation Of SUMOylation Proteins R-HSA-4085377,Reactome,1423,6319
SUMOylation Of Chromatin Organization Proteins R-HSA-4551638,Reactome,1424,6320
SUMOylation Of Immune Response Proteins R-HSA-4755510,Reactome,1425,6321
SUMOylation Of Intracellular Receptors R-HSA-4090294,Reactome,1426,6322
SUMOylation Of Transcription Cofactors R-HSA-3899300,Reactome,1427,6323
SUMOylation Of Transcription Factors R-HSA-3232118,Reactome,1428,6324
SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142,Reactome,1429,6325
Scavenging By Class A Receptors R-HSA-3000480,Reactome,1430,6326
Scavenging By Class B Receptors R-HSA-3000471,Reactome,1431,6327
Scavenging By Class F Receptors R-HSA-3000484,Reactome,1432,6328
Scavenging Of Heme From Plasma R-HSA-2168880,Reactome,1433,6329
Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328,Reactome,1434,6330
Selective Autophagy R-HSA-9663891,Reactome,1435,6331
Selenoamino Acid Metabolism R-HSA-2408522,Reactome,1436,6332
Selenocysteine Synthesis R-HSA-2408557,Reactome,1437,6333
Sema3A PAK Dependent Axon Repulsion R-HSA-399954,Reactome,1438,6334
Sema4D In Semaphorin Signaling R-HSA-400685,Reactome,1439,6335
Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,Reactome,1440,6336
Sema4D Mediated Inhibition Of Cell Attachment And Migration R-HSA-416550,Reactome,1441,6337
Semaphorin Interactions R-HSA-373755,Reactome,1442,6338
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,Reactome,1443,6339
Sensing Of DNA Double Strand Breaks R-HSA-5693548,Reactome,1444,6340
Sensory Perception R-HSA-9709957,Reactome,1445,6341
Sensory Perception Of Salty Taste R-HSA-9730628,Reactome,1446,6342
"Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207",Reactome,1447,6343
Sensory Perception Of Taste R-HSA-9717189,Reactome,1448,6344
Sensory Processing Of Sound R-HSA-9659379,Reactome,1449,6345
Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360,Reactome,1450,6346
Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361,Reactome,1451,6347
Separation Of Sister Chromatids R-HSA-2467813,Reactome,1452,6348
Serine Biosynthesis R-HSA-977347,Reactome,1453,6349
Serotonin Neurotransmitter Release Cycle R-HSA-181429,Reactome,1454,6350
Serotonin And Melatonin Biosynthesis R-HSA-209931,Reactome,1455,6351
Serotonin Receptors R-HSA-390666,Reactome,1456,6352
Sialic Acid Metabolism R-HSA-4085001,Reactome,1457,6353
Signal Amplification R-HSA-392518,Reactome,1458,6354
Signal Attenuation R-HSA-74749,Reactome,1459,6355
Signal Regulatory Protein Family Interactions R-HSA-391160,Reactome,1460,6356
Signal Transduction By L1 R-HSA-445144,Reactome,1461,6357
Signaling By ALK R-HSA-201556,Reactome,1462,6358
Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,Reactome,1463,6359
Signaling By Activin R-HSA-1502540,Reactome,1464,6360
Signaling By BMP R-HSA-201451,Reactome,1465,6361
Signaling By BRAF And RAF1 Fusions R-HSA-6802952,Reactome,1466,6362
Signaling By CSF3 (G-CSF) R-HSA-9674555,Reactome,1467,6363
Signaling By EGFR R-HSA-177929,Reactome,1468,6364
Signaling By EGFR In Cancer R-HSA-1643713,Reactome,1469,6365
Signaling By ERBB2 ECD Mutants R-HSA-9665348,Reactome,1470,6366
Signaling By ERBB2 KD Mutants R-HSA-9664565,Reactome,1471,6367
Signaling By ERBB2 R-HSA-1227986,Reactome,1472,6368
Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686,Reactome,1473,6369
Signaling By ERBB2 In Cancer R-HSA-1227990,Reactome,1474,6370
Signaling By ERBB4 R-HSA-1236394,Reactome,1475,6371
Signaling By Erythropoietin R-HSA-9006335,Reactome,1476,6372
Signaling By FGFR R-HSA-190236,Reactome,1477,6373
Signaling By FGFR In Disease R-HSA-1226099,Reactome,1478,6374
Signaling By FGFR1 R-HSA-5654736,Reactome,1479,6375
Signaling By FGFR1 In Disease R-HSA-5655302,Reactome,1480,6376
Signaling By FGFR2 IIIa TM R-HSA-8851708,Reactome,1481,6377
Signaling By FGFR2 R-HSA-5654738,Reactome,1482,6378
Signaling By FGFR2 In Disease R-HSA-5655253,Reactome,1483,6379
Signaling By FGFR3 R-HSA-5654741,Reactome,1484,6380
Signaling By FGFR3 In Disease R-HSA-5655332,Reactome,1485,6381
Signaling By FGFR4 R-HSA-5654743,Reactome,1486,6382
Signaling By FGFR4 In Disease R-HSA-5655291,Reactome,1487,6383
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,Reactome,1488,6384
Signaling By FLT3 Fusion Proteins R-HSA-9703465,Reactome,1489,6385
Signaling By GPCR R-HSA-372790,Reactome,1490,6386
Signaling By Hedgehog R-HSA-5358351,Reactome,1491,6387
Signaling By Hippo R-HSA-2028269,Reactome,1492,6388
Signaling By Insulin Receptor R-HSA-74752,Reactome,1493,6389
Signaling By Interleukins R-HSA-449147,Reactome,1494,6390
Signaling By KIT In Disease R-HSA-9669938,Reactome,1495,6391
Signaling By LRP5 Mutants R-HSA-5339717,Reactome,1496,6392
Signaling By Leptin R-HSA-2586552,Reactome,1497,6393
Signaling By MAPK Mutants R-HSA-9652817,Reactome,1498,6394
Signaling By MET R-HSA-6806834,Reactome,1499,6395
Signaling By MST1 R-HSA-8852405,Reactome,1500,6396
Signaling By NODAL R-HSA-1181150,Reactome,1501,6397
Signaling By NOTCH R-HSA-157118,Reactome,1502,6398
Signaling By NOTCH1 R-HSA-1980143,Reactome,1503,6399
Signaling By NOTCH2 R-HSA-1980145,Reactome,1504,6400
Signaling By NOTCH3 R-HSA-9012852,Reactome,1505,6401
Signaling By NOTCH4 R-HSA-9013694,Reactome,1506,6402
Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome,1507,6403
Signaling By NTRK2 (TRKB) R-HSA-9006115,Reactome,1508,6404
Signaling By NTRK3 (TRKC) R-HSA-9034015,Reactome,1509,6405
Signaling By NTRKs R-HSA-166520,Reactome,1510,6406
Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,Reactome,1511,6407
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,1512,6408
Signaling By PDGF R-HSA-186797,Reactome,1513,6409
Signaling By PDGFR In Disease R-HSA-9671555,Reactome,1514,6410
Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770,Reactome,1515,6411
Signaling By RAF1 Mutants R-HSA-9656223,Reactome,1516,6412
Signaling By RNF43 Mutants R-HSA-5340588,Reactome,1517,6413
Signaling By ROBO Receptors R-HSA-376176,Reactome,1518,6414
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,1519,6415
Signaling By Retinoic Acid R-HSA-5362517,Reactome,1520,6416
